spotify_id,artist,track_name,valence,arousal,label_quadrant,instrumentalness
6Q56L7rivD2iUsq1uNKM8n,36 Crazyfists,Installing the Catheter,0.665,0.949,Q1_Happy,1.4e-06
2074PxLJhsulJcP0ivfUSj,Charly García,Ella Es Tan Kubrick,0.918,0.924,Q1_Happy,0.0
7eGJXnxvAlxLEgFCDzVwNF,Alex D'Castro,Avanza Y Dime,0.838,0.753,Q1_Happy,0.0
4cjBzFUy1MwoteHXgtHqhP,Pickin' On Series,World at Large,0.829,0.846,Q1_Happy,0.000408
7127CXN6aro4dubO9iVLYr,SDP,Kein Wort!,0.66,0.812,Q1_Happy,0.0
6Zn0zQjySCeUxSjVMsUi1c,Iguinho e Lulinha,Você Me Fez a Cabeça,0.837,0.82,Q1_Happy,0.0
28v7Tv1z4En5wSPyST0Avn,Ivory,Slösa Min Tid,0.6,0.708,Q1_Happy,0.0
3gCCCQPGg6DKprlo1doKrG,Los Apus,Que Martirio Tengo,0.605,0.695,Q1_Happy,0.0
0FrqjC4O3M5cSNk9WTWkaD,Stereoact,Fiesta Mexicana,0.606,0.858,Q1_Happy,0.0
21YxK0klhpfLW8budkJaMF,Iggy Pop,Lust For Life,0.62,0.97,Q1_Happy,0.0
2AonZJ7LkhkQyWPck40uOO,Linkin Park,P5hng Me A*wy (Mike Shinoda Reanimation) [feat. Stephen Richards],0.614,0.774,Q1_Happy,0.00315
1qOoUsil8Q4NIOPZUX4w9X,Arlindo Cruz,Maneiras (Participação especial de Zeca Pagodinho e Marcelo D2),0.742,0.616,Q1_Happy,0.0
7KGzIdQjVe2X4bQyCEEJvU,Mickey Taveras,Cuando el Amor Se Acaba,0.73,0.868,Q1_Happy,0.000684
5S5GrvMjoup87vV4sORTVb,Rana Alagöz,Her Şey Bitmedi Bitemez,0.648,0.727,Q1_Happy,0.0
0sB2kLxhmdaUyEMeKjmG8o,Banda Cuisillos,Suavito,0.96,0.743,Q1_Happy,6.67e-06
5qoJCrVHq60horajlEnl9y,XTC,Scarecrow People - 2001 Remaster,0.92,0.89,Q1_Happy,2.02e-05
5aNar2dzZ5r2iRfeXwzhil,The Smithereens,Out Of This World,0.722,0.936,Q1_Happy,1.82e-06
1VI3eATJrXQPzyHYdrZUx8,Turma do Pagode,Estado de Atenção,0.811,0.616,Q1_Happy,0.0
0szHU3Bdxmft5Mv7JzVhQB,Don L,Enquanto Acaba,0.853,0.633,Q1_Happy,0.304
37Tmv4NnfQeb0ZgUC4fOJj,Dire Straits,Sultans Of Swing,0.931,0.794,Q1_Happy,0.0367
3WSCbRDGPSf5wNpOaU2MUw,Simone & Simaria,Já Sabe,0.823,0.824,Q1_Happy,0.0
0eHJWQwNg5kkYhY80IUOya,Porfi Baloa,Virgen - En Vivo,0.851,0.724,Q1_Happy,0.000192
19aQau4K06guONwJ3vTmEY,Cem Karaca,Sen Duymadın,0.602,0.751,Q1_Happy,0.0
5DJ3qxzFmiNFfJ9rzTpUJH,Arvid Lundquist,Jamie Oliver,0.614,0.831,Q1_Happy,0.0
7lnRiEP7BHXuILXNY9MH8f,G. V. Prakash,Otha Sollaala,0.956,0.925,Q1_Happy,0.000393
4xlrSRe67LDo9DdoTduDUr,Together Pangea,Kenmore Ave.,0.731,0.96,Q1_Happy,0.00104
2tZPZ1lT8TMlEUxXTxCCeO,P-Square,Jaiye (Ihe Geme),0.695,0.887,Q1_Happy,2.38e-05
1vn1f7DF7e4dbnAmdxeg5m,Raul Seixas,Eu Nasci Há 10 Mil Anos Atrás,0.829,0.825,Q1_Happy,0.0
5OwHirCtBhazW8Jya9MC0J,Québec Redneck Bluegrass Project,Van de loup,0.879,0.7,Q1_Happy,2.13e-06
5H8XI0FIkbQhkxNG1wxIOf,Tasha & Tracie,Cachorraz Kamikaze,0.835,0.626,Q1_Happy,2.71e-05
2P8vKb0ZXizbR13KsYYw0e,Masked Intruder,No Case,0.665,0.898,Q1_Happy,0.000895
6D7G8sLiBj2LYPnSZY1ccX,Seth Lakeman,Solomon Browne,0.921,0.706,Q1_Happy,2.73e-06
7ttlemwytO21npSmLKqTBg,Pritam,Aashiyan,0.775,0.622,Q1_Happy,2.8e-06
1yDSZfbO9S2TJqwVrp2XyR,"Santanna ""O Cantador""",Mensageiro Beija-Flor,0.924,0.816,Q1_Happy,0.0
5QIbR39hAEDIOkr4ggh4xc,Blondie,Atomic,0.786,0.824,Q1_Happy,0.129
59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,Killing In The Name,0.661,0.833,Q1_Happy,0.0
7aNBL9MZgO1xzU96ncdNKp,Henry Freitas,"Não, Não Para",0.958,0.896,Q1_Happy,6.37e-06
1yanWgRMVmEqOOjrpl8D20,Tom Stormy Trio,Rockabilly Rhythm - Bonus Track,0.855,0.944,Q1_Happy,0.0
4DjcBr310LtxxR6wq4sJRv,Anuradha Paudwal,Mujhe Neend Na Aaye,0.713,0.669,Q1_Happy,0.0206
1tfYOqEAbuXZ5lWjZNhLoh,The Herbaliser,Road of Many Signs,0.747,0.714,Q1_Happy,3.5e-06
3BwkldhE22DdxOcXegF2Kv,Akon,Bananza (Belly Dancer),0.69,0.702,Q1_Happy,8.92e-06
22GEETI4LXhhePCO71PyEv,Godsmack,Bulletproof,0.603,0.915,Q1_Happy,0.0
6nQp6Nxx1SwpOkze3Jf1Wo,Yuvan Shankar Raja,Nenjai Kasakki,0.661,0.65,Q1_Happy,0.0
2Hll5oRnCZZ9oaHV2wQCvp,Håkan Hellström,Inte skyldig nån nåt,0.969,0.912,Q1_Happy,3.99e-06
0jvS6jSQBZjG0nBiYxYYZT,Henrique & Juliano,Coração De Rua - Ao Vivo,0.661,0.799,Q1_Happy,0.0
2pAkvdCFORWTiFJHVjojdC,Paloma Faith,Upside Down,0.734,0.842,Q1_Happy,0.000216
0axwLB6CgN9xKjnzmph7KS,Tayrone Cigano,Doméstica,0.887,0.765,Q1_Happy,0.0
6YS9gh6dxp4rYKWk5jjBDC,Fats Domino,Jambalaya (On The Bayou),0.965,0.746,Q1_Happy,0.000116
0Nn9gfz60CyzqnFXiAphMs,Eve,レーゾンデートル,0.629,0.795,Q1_Happy,0.0
5VNcKdmfAAsfbxbuo1Y7Vl,Armin van Buuren,Feel Something (feat. Duncan Laurence),0.732,0.645,Q1_Happy,0.0
5v9xa2Nv0oYxh1XilPR8r9,Les Fatals Picards,Et puis merde je vote à droite!,0.654,0.741,Q1_Happy,0.0
3QPgfdSDZM2L5QcHYSbcvS,Drunk Mums,Urban Cowboy,0.604,0.685,Q1_Happy,0.0516
1RzmhT1dTsuS2DYSK863uB,Zeca Pagodinho,Verdade - Ao Vivo,0.639,0.884,Q1_Happy,0.0
6r1BGYEUf8JokpctyQJJFU,Compa,Mueve y Sacude,0.917,0.899,Q1_Happy,0.000844
3jDxMQEuQvVjCuTdvcD6qO,Afrocidade,Eu Vou no Gueto,0.882,0.902,Q1_Happy,3.93e-05
6WNDedQ71Vf5I5DU8lV9wZ,Mickey Taveras,Lucharé - Live,0.785,0.632,Q1_Happy,1.25e-06
2KQySo7KY4nQ52XwaR94Tc,Janusz Laskowski,Śnił mi się rodzinny dom,0.867,0.73,Q1_Happy,0.000115
7kQmcwhVDjwUWfJQo7ZBqR,Roberto Lugo,Eres Mi Felicidad,0.875,0.628,Q1_Happy,0.0
0XXD8nHVrmiHJWhP5zV21Q,Zé Henrique & Gabriel,Morro de Saudade - Ao Vivo,0.738,0.824,Q1_Happy,0.0
1kFhUVgekAWjOWX2ZzvsCN,Rick Arena,Malle DNA,0.695,0.951,Q1_Happy,0.0
5LI5DHVYrtMKJQaedaUhTS,Broken Back,Shine,0.686,0.758,Q1_Happy,0.0
7xRcEKFIokGE4CeeSV9u6h,Pepe Palme,Pepe Palme hat ne Strandfigur,0.666,0.968,Q1_Happy,0.0
2vdjTZOzOpCvNS2QC6PqJH,Ricochets,Nederlag,0.764,0.695,Q1_Happy,0.0
4qu63nuBpdn0qHUHuObEj1,Marshmello,Leave Before You Love Me (with Jonas Brothers),0.637,0.738,Q1_Happy,4.41e-06
38kcwx5znepLWCIBID0Bwm,THE ORAL CIGARETTES,Kyouran Hey Kids!!,0.781,0.981,Q1_Happy,0.00161
5pBaIDEQbrXKpplRE9sU5B,The Manges,I'm Not A Sissy,0.79,0.966,Q1_Happy,3.57e-06
3Fzlg5r1IjhLk2qRw667od,Toploader,Dancing in the Moonlight,0.867,0.856,Q1_Happy,0.0
1fkjRQA8wXPPyxqYLbxuqy,Vishal-Shekhar,Ishq Bulaava,0.635,0.713,Q1_Happy,3.33e-05
2MzRL3WeWaESiJlfZYJJAK,Ultraje a Rigor,Ciúme,0.656,0.886,Q1_Happy,0.000264
5pAo2q7eVt65OSkwYgqhHl,Benny Dayal,Daaru Desi,0.679,0.781,Q1_Happy,0.000368
1eSmUVZcTsTLGoi3iGWiMt,Eikichi Yazawa,青空 - Remastered 2022,0.897,0.818,Q1_Happy,6.86e-06
6dIBSpL0BOvtImFUUTKWMo,Ajda Pekkan,Sana Neler Edeceğim,0.795,0.62,Q1_Happy,0.0
0RkiZkoUlVUF56VW3rWWGf,Dilsinho,Vai e Chora - Ao Vivo,0.626,0.833,Q1_Happy,0.0
6p9sEs3SXniBHDC6WS9LBw,Our Lady Peace,Innocent,0.793,0.896,Q1_Happy,0.0
5lLdtaNGsE7fVe3YdJvmF3,Simple Minds,Life In A Day - Remastered 2002,0.728,0.849,Q1_Happy,0.00198
08yTxZ1ZCAwSb9cFaJyP3Z,Saxity,Burning Love,0.784,0.744,Q1_Happy,8.53e-05
2Fj8K3IROlXO1xp6Y6Vtu2,Pixote,Coisas do Amor (Fã de Carteirinha) / Você Pode - Ao Vivo,0.722,0.805,Q1_Happy,0.0
1gKmnrz6SzJlGMNRKBLx1V,Blondie,One Way Or Another,0.909,0.796,Q1_Happy,7.35e-05
6no6tdKoSex1iY2zlM9frM,The Bar-Kays,Freaky Behavior,0.975,0.655,Q1_Happy,0.00369
6kIfAkYJx1ehPM0pEhw482,Bénabar,Les belles histoires,0.803,0.82,Q1_Happy,0.000194
5mOFhhWQzRGMZfNQThVDHJ,Unha Pintada,Mãe,0.847,0.651,Q1_Happy,0.0
2CEhANtMKRkjk2Sv5fmCX7,Adlomusic,Jack El Destripador vs. Hercules,0.66,0.825,Q1_Happy,0.0
15iosIuxC3C53BgsM5Uggs,Icona Pop,All Night,0.636,0.905,Q1_Happy,0.0
19eIZmuXlBmLTha1lPHef7,Stromae,Alors On Danse - DubDogz Remix,0.739,0.752,Q1_Happy,2.69e-05
4yIwQf4KgQ4in1z9wiBl2q,The Vanns,Fall For You,0.645,0.68,Q1_Happy,5.33e-06
45UvRmYIm61xlTgaZPebiq,Dev Negi,Sabki Baaratein Aayi,0.699,0.864,Q1_Happy,0.0
3IQUJpq6mibIBNqADClb9C,The Prophet,Wanna Play,0.604,0.995,Q1_Happy,0.0186
7a77VY7mjvK6EiaBeOosmk,A.R. Rahman,Ok Jaanu Title Track,0.704,0.887,Q1_Happy,5.84e-06
20bc2pByeFy38B6WdO6VdG,Raulin Rosendo,Frente a Una Copa de Vino,0.816,0.629,Q1_Happy,2.99e-06
3bW9WLbrEFqoorYELHo0iS,FDVM,Good Life feat. Henri PFR,0.632,0.785,Q1_Happy,0.0
3v1cNEmk6ELIigIxn0cBPr,Danny Daniel,"Te Amo, Te Quiero y Te Extraño",0.855,0.717,Q1_Happy,0.0
65v99AWZyNz3aRmfrT2I7N,Omah Lay,i'm a mess,0.601,0.633,Q1_Happy,0.0328
7y3c1oJMY1CwwtOZ84Qovu,Regard,Hallucination,0.669,0.788,Q1_Happy,0.0
7qOsSOpiL3R8RKyiBtIYNQ,BUMP OF CHICKEN,SOUVENIR,0.96,0.94,Q1_Happy,6.48e-06
4mwjmreHLdjaQk47WhOZnA,Hov1,Damn,0.744,0.645,Q1_Happy,0.0
2cslLAeJ6VvsMsWcRibfZL,Eddie Santiago,Te Amo,0.924,0.792,Q1_Happy,5.63e-05
1VvXmAMpldITYF8UDBFNBt,BALLISTIK BOYZ from EXILE TRIBE,BADDEST FIRE,0.663,0.945,Q1_Happy,0.0
5J3Mf6dyqeGy67yuQ7ql9B,The Beatles,I Want To Hold Your Hand,0.882,0.753,Q1_Happy,0.0
3C6ndk7hs6uF8RlzqwKhKh,Divididos,Nene de Antes,0.734,0.954,Q1_Happy,3.22e-05
0aM2m2JjYGURoVZ7L5lsiy,Manjari,Chimmi Chimmi,0.799,0.776,Q1_Happy,0.0
38j4eppLrQ4lefptCZM27H,Tito Nieves,Te Vas,0.896,0.858,Q1_Happy,7.04e-06
2RJfK2pOvGpnxC255YOy5k,Paramore,Rose-Colored Boy,0.926,0.826,Q1_Happy,0.000374
1G2J5KdJxNH6Sd0wEclV0P,Sean Paul,How We Do It (feat. Pia Mia),0.729,0.818,Q1_Happy,0.0
3QIgCcBelIs4mef2if5IFL,Gabino Pampini,5 Pa´ las 12,0.917,0.792,Q1_Happy,8.21e-05
3h2jKVFDtI69kg8v3dCaHD,Salim–Sulaiman,Jazba,0.942,0.745,Q1_Happy,4.17e-06
5z6xHjCZr7a7AIcy8sPBKy,Alien Ant Farm,Smooth Criminal,0.87,0.964,Q1_Happy,0.00512
3W6MA2mUaWrb7WluUgvCED,Porta,Harto y Cansado,0.895,0.816,Q1_Happy,0.0
14rJXLl1dWz1S5G0dL7S17,Nogizaka46,夜明けまで強がらなくてもいい,0.633,0.855,Q1_Happy,0.0
3olkGhhBnEzI24DCsm7X2l,Oliver Frank,Italienische Sehnsucht,0.74,0.868,Q1_Happy,1.57e-05
3tl5aGjKkwfZDA3PkiGSRC,Christian Borle,"Monks Chant / He Is Not Dead Yet - Original Broadway Cast Recording: ""Spamalot""",0.643,0.704,Q1_Happy,0.0
05kLpvpugneGj8jqoQcQSK,Tsunami Bomb,Russian Roulette,0.717,0.86,Q1_Happy,0.0548
3joSo5cx7WLe18uEEdu3Oj,Henrique & Juliano,Chá De Casa Nova - Ao Vivo,0.602,0.695,Q1_Happy,0.0
3vFtXCCgj4Eq4Uz6kozIgB,Turma do Pagode,Vício / Não Pedi Pra Me Apaixonar / Que Situação (Bate Nele) - Ao Vivo,0.8,0.668,Q1_Happy,0.0
2yRFB6Ry3wegaQObkpo8NH,Nusrat Fateh Ali Khan,Kali Kali Zulfon Ke Phande Na - Complete Original Version,0.727,0.694,Q1_Happy,0.0
6oZl1p4ZcVdqzJsOY3My4P,Vitinho,Sintomas de Amor - Ao Vivo,0.845,0.629,Q1_Happy,4.77e-05
3xEYF9W6D2FxSQd3PMLmug,My Hair is Bad,舞台をおりて,0.601,0.73,Q1_Happy,0.0
0PudkgRVmrNbJblE4mDXC6,Arlindo Cruz,Favela - Ao Vivo,0.9,0.662,Q1_Happy,0.0
3O0dOxKTr03ccUot2cLLSW,Samba da Vela,A Comunidade Chora,0.729,0.908,Q1_Happy,2.59e-06
65th5rvfKwwBfR4YaJvpEY,Bhuvan Bam,Bann Gayi Zindagi,0.646,0.719,Q1_Happy,1.13e-05
3jumxkobNDisdRz27CxhOF,Rytikal,King Inna War,0.721,0.6,Q1_Happy,0.0
0Z9UkcT1pnrmLciUJPcMMS,Spandau Ballet,Gold - 2003 Remaster,0.729,0.802,Q1_Happy,0.0016
4ABgbHvmr8tg7xOMMl7DXd,Cavalo De Pau,Timidez - Ao Vivo,0.735,0.963,Q1_Happy,0.000327
4kUWdUJZnxWMxY31AzorKa,Pritam,Dilbara,0.817,0.747,Q1_Happy,0.0
1V03Ye0ok7hk7Tm9cWmCKi,Andy Lau,一輩子的錯,0.612,0.758,Q1_Happy,4.89e-06
1RBf5AC8g6Lf9h8lNxLz4p,Rustage,Over For You (Rengoku Rap),0.612,0.871,Q1_Happy,0.0
5CYSQsoznUiQAByJdv18NO,La Matatena,No Volverás,0.801,0.812,Q1_Happy,0.0025
5uuVGnkZEFHBz8unViC3iA,Sidhu Moose Wala,G-Shit (feat. Blockboi Twitch),0.843,0.761,Q1_Happy,0.0
0IOQ3bRRkNZM4I2UIFuZEM,Os Barões Da Pisadinha,Voltei Pra Vaquejada,0.934,0.82,Q1_Happy,0.0
7deDMFMXrZgLY8JIXoEmxw,Sagopa Kajmer,Mevsimler Gibisin (2021 Tek Edit),0.603,0.631,Q1_Happy,0.0
3fPgIknlkDWXs1l2noKZbp,Badshah,Kar Gayi Chull,0.873,0.737,Q1_Happy,0.000322
1qoIpQtmAfsEkF7KnvOjIy,Amaya Hnos,Te Olvidare,0.786,0.933,Q1_Happy,4.86e-06
6N8SkivFxt7L7qbEmvmiWn,Caliajah,Fiesta Ganja (feat. Mugas),0.951,0.794,Q1_Happy,0.0
5SeYlZyKVENMOxiSPQkKyw,La La Love You,El Fin del Mundo,0.676,0.866,Q1_Happy,0.0
7bNzARxzfLiFN5EhMu7LBb,Ugly Valley Boys,Silver City,0.961,0.811,Q1_Happy,0.0325
2zig85o7jNJ5YJyL2LzDFb,Nick Lowe,Switchboard Susan,0.815,0.75,Q1_Happy,0.000504
3MN51vl11mNFeWccIYIqMD,Lasse Stefanz,Oklahoma,0.95,0.903,Q1_Happy,0.000333
5QH1hWHqOFjvggbgI5xb0q,Sloan,The Lines You Amend,0.96,0.862,Q1_Happy,1.72e-06
7clyJIrLkEbXUDwj1tC9zz,grandson,Blood // Water,0.628,0.891,Q1_Happy,0.00199
5f9JOmKiyxwuScmd6yidqW,El Mimoso Luis Antonio López,El Cantador,0.965,0.716,Q1_Happy,8.82e-06
5m0icrNPTAVGjpRtrVGAvN,Rodriguinho,Fatalmente,0.668,0.681,Q1_Happy,0.0
7LGN2GZWO52C2rfP3LZRVX,Koo Koo Kanga Roo,All I Eat Is Pizza,0.865,0.845,Q1_Happy,0.0
5bHzv7vwApROsBQFEqkZOP,Kibariye,Buz,0.629,0.679,Q1_Happy,0.0
5Hnfk1EuhqQuh7QhcnikR1,Masaharu Fukuyama,KISSして,0.775,0.873,Q1_Happy,0.0
1MdgrOWMHqlxoUoxZCLYCi,Dan Ventura,Quatro Semanas de Amor,0.964,0.704,Q1_Happy,0.0
05NYcsjJwOYq4jIiKPVj9p,The Black Crowes,Hard To Handle,0.961,0.79,Q1_Happy,0.00181
304nrsKjxLAI84fXrAuQR2,KÖFN,EL,0.666,0.671,Q1_Happy,0.00954
18tN9b5cacodR9e8T80Olc,Yonse,Alma de Clandestino,0.923,0.786,Q1_Happy,0.0
0VpcSl7QEqVEiAZLQFW0rm,Tim Maia,Sossego,0.68,0.925,Q1_Happy,0.0229
6YYmoV9YbBefsspGmqFHbs,Fuego,Una Vaina Loca,0.712,0.676,Q1_Happy,1.93e-05
3PbsDnKdrZY0ttX7VE9s5R,Kasabian,Underdog,0.655,0.895,Q1_Happy,1.3e-06
7zYi5bqK1WTiCydsAnhhku,Art Popular,Sem Abuso,0.869,0.78,Q1_Happy,0.0
7D4cD6BkXXwtpc1GHzQAa3,Mr.Children,SINGLES,0.697,0.921,Q1_Happy,2.12e-06
6B4DffiwDvQzdrIhayii4R,PH e Michel,Preciso Amar De Novo / Hoje Eu Quero Te Amar,0.714,0.743,Q1_Happy,0.0
2BAPkchJcUDDg49lGNLUdz,Jair Rodrigues,Deixa Isso Pra Lá,0.926,0.883,Q1_Happy,0.0
3XKMO7tvyyUmxRvlJGhYQm,amazarashi,空に歌えば,0.64,0.951,Q1_Happy,1.13e-06
7mGM85r9ObS1UsZF9bVaS8,Exaltasamba,Um Minuto,0.892,0.905,Q1_Happy,0.0
0jvp7pKIiGpDwqG4t13VjA,The Interrupters,The Prosecutor,0.751,0.934,Q1_Happy,0.0
3mud2NvQpaJ1CnKLD2480P,Tokyo Machine,GET UP,0.619,0.934,Q1_Happy,0.168
58coPmLAownbBWtRpFtOhO,K. G. Markose,Israyelin Naadhanayi,0.798,0.603,Q1_Happy,9.99e-06
0OKaPDf7ljRTHyEWfIEICn,Perfume,リニアモーターガール,0.811,0.983,Q1_Happy,0.000345
6N2v3qyuXnr6ZXnIAjCQmC,Racionais MC's,Da Ponte prá Cá - Ao Vivo,0.672,0.892,Q1_Happy,0.0
55K1ON51dMNDODZG8y0ClU,Hidra,Burası Dünya Değil,0.816,0.734,Q1_Happy,0.0
2PoHBRBYGXZ9DMaEIR73hk,Zeca Pagodinho,Faixa Amarela - Ao Vivo,0.745,0.93,Q1_Happy,1.6e-06
5VyfAfp2Yt3qaeuvq55ll3,KIKESA,4 millions,0.815,0.719,Q1_Happy,0.0
76MNbhycc2ZhqeCxAVx4Wj,David Cedeño,No Te Olvidare,0.871,0.627,Q1_Happy,0.0
6rk1UifNJO2oKMajBOdETB,Maskatesta,Solo un Minuto,0.886,0.751,Q1_Happy,0.0
2KMkwahCwor26V8HrAqXGn,Porta,T-Rex,0.833,0.877,Q1_Happy,0.0
6usuEveqwUGH07BI7AWM7f,Banda Rancho Viejo De Julio Aramburo La Bandononona,Amor Ranchero,0.971,0.7,Q1_Happy,0.00546
0vabIwEiZDGml2CyVmGNBX,La Pegatina,Y volar (con los Caligaris),0.791,0.959,Q1_Happy,0.0
1vDK1yoxF0mOkckgDfPDj2,King,Baazi,0.68,0.847,Q1_Happy,0.0
2SazZ5d4m9G5IWu5xdMjZf,Sidhu Moose Wala,Satisfy,0.748,0.8,Q1_Happy,0.0
2d6d9enSAO1ax45MwRw1rB,Blue Highway,Don’t Weep For Me,0.811,0.775,Q1_Happy,0.000387
6SBiJKgNrKpynGNL8904qn,Forró Anjo Azul,Alfabeto do Amor,0.806,0.884,Q1_Happy,0.0
2MlMI8EvmLlWYXVcdfSAxs,O Rappa,Uma vida só - Ao vivo,0.746,0.898,Q1_Happy,0.00108
2F5I3TlH6JPMrwmcqxkuvF,Atitude 67,Netflix - Ao Vivo,0.897,0.885,Q1_Happy,0.0
6vsrGcUOVmqxK7vnDxIpYK,The Alarm,Rescue Me,0.754,0.844,Q1_Happy,0.0
0bBl2jjpCFCgRd60BowZoV,yama,血流,0.897,0.718,Q1_Happy,0.0
1T7AjEuVKRcpVD44uKQ6Li,Joe Jackson,Nineteen Forever,0.847,0.71,Q1_Happy,6.25e-05
3ozA9R1QgtacABtpFpMEHk,Rafinha o Big Love,Erro Planejado,0.625,0.681,Q1_Happy,0.0
3SFXsFpeGmBTtQvKiwYMDA,The Offspring,Pretty Fly (For A White Guy),0.963,0.895,Q1_Happy,0.0
17YtmWpKGWBMXeMZtPY8sl,E-girls,"Easy come, Easy go",0.888,0.812,Q1_Happy,0.0
54pqWohuwelL4bDqYpOwZG,Humberto & Ronaldo,"Quer Amor, Toma - Ao Vivo",0.761,0.879,Q1_Happy,0.0
7aaux2JDvWvdUfrEZTmWEA,Flema,El Linyera,0.806,0.953,Q1_Happy,5.17e-06
3RoHAivw8gRyzlWDsvbFTB,SCANDAL,瞬間センチメンタル,0.695,0.953,Q1_Happy,0.0
3XgLyBDVXEl9IcEQl8AL8S,Diogo Nogueira,Fé Em Deus - Live From Brazil/2007,0.691,0.795,Q1_Happy,0.0
1989UwjntHcFYLlEe58m7Z,Seu Pereira e Coletivo 401,Love In Gotham City,0.872,0.66,Q1_Happy,6.47e-05
3aMKVw1oXkAdeAVXO2TucF,Charly García,No Bombardeen Buenos Aires,0.851,0.662,Q1_Happy,0.014
1nhKHDU9KFJ999JDwa4D3q,Huichol Musical,Que Chulada De Mujer,0.889,0.842,Q1_Happy,0.000316
1hNb2eDg25jGC5rCQS1OwY,Woesum,Summer Rain,0.689,0.717,Q1_Happy,6.66e-06
24mNMRM13xHhISdlX8Ihvp,Kevin Bloody Wilson,Happily Ever After,0.876,0.659,Q1_Happy,0.0
2gX2FiUB04ZercNnKcuwy9,Mandelbarth,Palmtree,0.602,0.778,Q1_Happy,0.00159
09XpPlP8V2SMZ81Qyos9jL,Mellodees,Hush Little Baby,0.611,0.928,Q1_Happy,0.0
5W83ErFkO3aKAIS1WMi6u0,Anuel AA,Secreto,0.706,0.803,Q1_Happy,0.00853
2UivQh2IhQJ916OPqxptcz,Árbol,Pequeños Sueños (Feat. Natalie Perez),0.814,0.928,Q1_Happy,0.000232
5iEKErDO4yZX10ouuSPSG7,Los De Abajo,Tu Sonrisa,0.68,0.72,Q1_Happy,0.0715
33oCXKT4yR7tMR9o1E174r,Plastilina Mosh,Naranjada,0.814,0.886,Q1_Happy,0.0112
1xOXXYh6lTW8laxlW7JP2J,Billy Joel,Only the Good Die Young,0.761,0.872,Q1_Happy,0.0
77A6OIwplinl9nIAP6Fi1T,Creep Hyp,マルコ,0.602,0.66,Q1_Happy,0.0
36orMWv2PgvnzXsd5CJ0yL,Sam Feldt,Post Malone (feat. RANI),0.651,0.642,Q1_Happy,0.0
27SdWb2rFzO6GWiYDBTD9j,Sia,Cheap Thrills,0.732,0.698,Q1_Happy,0.00143
68bGhoS2PXGGNyTSY15E1z,Streetlight Manifesto,9mm and a Three Piece Suit,0.893,0.973,Q1_Happy,0.000112
5pZVsZ8TOGly1KnYFmZ61B,Reol,No title,0.884,0.874,Q1_Happy,0.000173
50jkMDHSMqSYl58N4m5eeP,Mantu Chhuria,Sambalpuri Nagin Dance,0.64,0.956,Q1_Happy,2.05e-06
4MO8ZfoBPueBLS7dIm99MM,PartyfrieX,Vreten,0.626,0.887,Q1_Happy,0.0
7d7aPD2oxuzjhOZnu4Dj23,Natti Natasha,Mayor Que Usted,0.771,0.839,Q1_Happy,2.35e-05
43eBgYRTmu5BJnCJDBU5Hb,Duran Duran,Rio - 2009 Remaster,0.676,0.873,Q1_Happy,1.82e-05
5MJmQ49C7xzUo9wqZON1Gb,Titãs,Caos,0.705,0.874,Q1_Happy,0.0
5oRF3J9rBRWCNMTi0odITe,iamjakehill,Voidwalker,0.749,0.939,Q1_Happy,0.0
1eBgj44Z2fdJYYNgqSVLhw,Dillinger,Crab in My Pants,0.9,0.743,Q1_Happy,0.00521
5nQ7ULdDyfeZUO2R441Mwm,Pitty,I Wanna Be,0.961,0.954,Q1_Happy,0.0
483eDfrfcxgwm27u8L3mds,Germs,Media Blitz,0.673,0.873,Q1_Happy,0.00223
1j8z4TTjJ1YOdoFEDwJTQa,Paramore,Ain't It Fun,0.673,0.893,Q1_Happy,4.41e-05
2HpKpaoAhDJfelm0KuFdjG,Capital Do Sol,Voltando No Tempo,0.78,0.928,Q1_Happy,0.0
5OnORKIrSUjlfOnqqk5cMQ,Ferrugem,Não muda - Ao vivo,0.763,0.762,Q1_Happy,0.0
3tHSbUX7tg5uSjjl5PcmKp,Shiritsu Ebisu Chugaku,仮契約のシンデレラ (中吉 ver.),0.664,0.96,Q1_Happy,6.3e-05
0VEyOWSkQ0yiYJiMxzAkS8,Therion,Dis moi poupée,0.606,0.935,Q1_Happy,0.0765
5U555TfDANnfewHfLJxhAC,Young Cister,CALLAU,0.649,0.719,Q1_Happy,1.89e-05
1UNTLV4U93cgLQBQxZbkJp,Arlindo Cruz,Fim da tristeza - Ao vivo,0.801,0.758,Q1_Happy,0.0
23zmMwD99ROi9yhxqMxWil,João Bosco & Vinicius,Segunda Taça - Ao Vivo,0.717,0.867,Q1_Happy,0.0
6Jb8mIRgf0zqz4RUhD1ZMR,Yuvan Shankar Raja,Oru Kan Jaadai,0.757,0.772,Q1_Happy,1.91e-05
7z8XCViP5KT8O7HqoCsRTV,Anupam Roy,Journey Song,0.665,0.652,Q1_Happy,0.0
59smUNTnh5UlGfMjgS4GNf,Porta,Acción y Reacción 1.5,0.741,0.872,Q1_Happy,0.0
2z7k8UytNaiMIJQNc1XZcZ,Diljit Dosanjh,Vanilla,0.626,0.716,Q1_Happy,1.05e-05
1sIaVt8wx6v7N2B5YdPiqJ,CrazyBoy,OK OK - feat. Yo-Sea,0.79,0.76,Q1_Happy,0.0
4ls9U6ee7CRONWg4mfWgpN,Julianno Sosa,Vision,0.621,0.698,Q1_Happy,0.0
