spotify_id,artist,track_name,valence,arousal,label_quadrant,lyrics
579801BT5wkzD5IVwRLI8t,Soundgarden,Live to Rise,0.252,0.742,Q2_Angry,"What if all you understand
Could fit into the center of our hand?
Then you found it wasn't you
Who held the sum of everything you knew

We're insane, but not alone
You hold on and let go

Like the sun, we will live to rise
Like the sun we will live and die and then ignite again
Like the sun, we will live to rise, again

What if the one thing that I missed
Was everything I need to pass the test?
And if I fail, what happens then?
Can I still count on you as a friend?

We're insane, but not alone
You hold on and let go

Like the sun, we will live to rise
Like the sun we will live and die and then ignite again
Like the sun, we will live to rise again

Again, again, again

Warm my face, warm your face
Warm my face, warm your face
Warm my face, warm your face
Warm my face, warm your face
Warm my face, warm your face


Like the sun, we will live to rise
Like the sun, we will live and die and then ignite again

Like the sun, we will live to rise
Like the sun, we will live and die and then ignite again
Like the sun, we will live to rise again

Again"
1KApf66VsSqq6rxlVOBfzi,ILLENIUM,Take You Down - Nurko Remix,0.248,0.731,Q2_Angry,"I didn't mean to hurt you when I hurt myself
It's just an empty voice screaming out for help
No, I didn't mean to scare you, but I couldn't see
That when I went to hell, I was taking you with me

When I close my eyes
I'm climbing in the dark
Trying not to fall apart
Sometimes I get so high
Falling is the only out I see
And I don't wanna take you down with me

You're the love in my heart, only love in my heart
Take you down, take you down with me
Don't wanna take you down, take you down
Take you down with me

Take you down with me
Take you down with me
(You're the love in my heart, only love in my heart)
(Take you down)

This life is like a razor
When it cuts, I bleed
But it's in my hand, and I'm doing it to me
Sometimes it's like an ocean
And it gets too deep
And there's no way that now you could rescue me

When I close my eyes
I'm fighting in the dark
Trying not to break your heart
Sometimes I get so high
Falling is the only out I see
And I don't wanna take you down with me

You need to let it go now
Before you drown
I know that you won't understand
But you need to let go of these hands
'Cause I'm going down
And I don't wanna take you down with me

I don't wanna take you down with me
Take you down, down with me"
5b1k8soHjvcK3yfS1KGLEC,Dash Berlin,Coming Home,0.0768,0.636,Q2_Angry,"And the blood will dry
Underneath my nails
And the wind will rise up
To fill my sails

So you can doubt
And you can hate
But I know
No matter what it takes

I'm coming home
I'm coming home
Tell the world I'm coming home
Let the rain wash away all the pain of yesterday
I know my kingdom awaits and they've forgiven my mistakes
I'm coming home, I'm coming home
Tell the world that I'm coming
I'm coming home
I'm coming home

Still far away
From where I belong
And it's always darkest before the dawn

See you can doubt
And you can hate
But I know
No matter what it takes

I'm coming home
I'm coming home
Tell the world I'm coming home
Let the rain wash away all the pain of yesterday
I know my kingdom awaits and they've forgiven my mistakes
I'm coming home, I'm coming home
Tell the world that I'm coming
I'm coming home
I'm coming home"
1oRo1g9ZGqGyh6Quod1gYl,Joe Smooth,Promised Land - Kiko Franco Remix,0.0774,0.809,Q2_Angry,"Oh yeah

Brothers, sisters, one day we will be free
From fighting, violence, people crying in the street
When the angels from above
Fall down and spread their wings like doves
As we walk hand in hand
Sister, brothers, we'll make it to the promised land
You and I will walk the land
And as one, and as one, we'll take our stand"
46Xnj8vZFwOZCE4aZNXlTf,Crystal Castles,Not In Love - Radio Version,0.199,0.98,Q2_Angry,"I saw your picture
Hanging on the back of my door
Won't give you my heart
No one lives there anymore
And we were lovers
Now we can't be friends
Fascination ends
Here we go again, oh-oh-oh

'Cause it's cold outside
When you coming home?
'Cause it's hot inside
Isn't that enough?

I'm not in love
I'm not in love
I'm not in love
I'm not in love

Could it be that
Time has taken its toll?
Won't take you so far
I am in control
And we were lovers
Now we can't be friends
Fascination ends
Here we go again, oh-oh-oh

'Cause it's cold outside
When you coming home?
'Cause it's hot inside
Isn't that enough?

I'm not in love
I'm not in love
I'm not in love
I'm not in love
I'm not in love
I'm not in love
I'm not in love
I'm not in love

(Now we can't be friends)
(Fascination ends)
(Here we go again, oh-oh-oh)
('Cause it's cold outside)
(When you coming home?)
('Cause it's hot inside)
(Isn't that enough?)

I'm not in love
I'm not in love
I'm not in love
I'm not in love

We are not in love
We are not in love
We are not in love
We are not in love
We are not in love"
0tTJmDmjnMuQMbwxSGYVPL,Ruby Fields,Song About A Boy,0.239,0.807,Q2_Angry,"I hate when you say my full name
'Cause every time it's like I'm in trouble again
Hope we're still friends
And it's neither of our faults that the feelings I'd find
Were under my nose the entire fuckin' time
Well, that'd be right

You rubbed my back under my shirt to say
""This is probably not a good idea""
I face the wall and laugh, ""No worries, mate
I've been sleeping alone for years”

And now we talk through mutual friends
And I'm still so unsure how I feel about this
We met, we found some common ground
Over sounds we make and I really fell for it
And I know that we've made this awkward
But you've learned the burning children in us are forward
We made an uncalculated risk
So let's just leave this lying where it is

Our pupils were dilated, we were captivated
Fixated with something that I forget
In some tent
Hunting through our mates' grog, the weather hot
We were doing lines in my car and laughing
At people passing

We watched a band, you whispered in my ear
""I can't bloody wait to watch you here""
Saw your eyes from miles away in a drugged-up haze
Why was it all okay?

Can fingers blush? I swear mine did
When they traced around the edges of your belt
My hands were numb, your breath ragged
And I know you knew exactly how I felt
And you know that we've made this awkward
But you've learned the burning children in us are forward
We made an uncalculated risk
So let's just leave this lying where it is"
7gXJltd3E2qaoASGx6hCOE,Denis Kenzo,Let Me Go - Radio Edit,0.0744,0.937,Q2_Angry,"Let me go
You've gone down so deep
Let me go
There's beauty in words you keep
Let me go
You've gone down so deep
Let me go
(There's beauty in words you keep)

Let me go
You've gone down so deep
Let me go
There's beauty in words you keep
Let me go
You've gone down so deep
Let me go

I just lost sight-
Just lost sight of you
Can't find your shadow
Will you be there?
Don't hide your tears
I can't find your shadow (Oh, oh, oh)

(Let me go)
(You've gone down so deep)
(Lеt me go)
(There's bеauty in words you keep)
(Let me go)
(You've gone down so deep)
(Let me go)"
1Qd5izEmKI7jIhoNDYwcAF,WAAX,Big Grief,0.325,0.888,Q2_Angry,"Where am I now?
I can't believe I'm in a world
That likes to burn and spit you out
Like coal
And cleanliness is godliness
I better rinse my mouth out
With soap
I feel exposed and so let down and now
I hope
I get to see tomorrow, not because I'm so damn tired

I got a big grief pouring out of me
Some days it's not so easy
Got a big grief spilling out of me
Some days it's not so easy

Where will we go?
Another year, another lie
Another useless ruckus road
So cold
Stay calm, stay sat in what you're told

I got a big grief pouring out of me
Some days it's not so easy
Got a big grief spilling out of me
Some days it's not so easy

Where am I now? (Where will we go?)
Where am I now? (Where will we go?)
Where am I now? (Where will we go?)
Where am I now?

I got a big grief pouring out of me
Some days it's not so easy
Got a big grief spilling out of me
Some days it's not so easy
Got a big grief burning out of me
Some days it's not so easy
Got a big grief burning out of me
Some days it's not so easy"
5uunXHE4kIW6uS4HWAXaOQ,Gojira,Silvera,0.242,0.959,Q2_Angry,"Quit moaning about fate and change
Stand up on your feet and rise
With every fall you get the pain, you learn the lesson
Start now, open your eyes
Dead bodies falling from the sky
We are the ape with the vision of the killing
A rain of shame that fills the mines
No other blood in me but mine

Time to open your eyes to this genocide
When you clear your mind, you see it all
You're receiving the gold of a better life
When you change yourself, you change the world

Your heart is pounding in the brain
As they drag you naked in the mud
A devil's dancing in the rain
How could you fall so low?

No, we will never let go
Let us watch them die


Time to open your eyes to this genocide
When you clear your mind, you see it all
You're receiving the gold of a better life
When you change yourself, you change the world"
6JnqbWl6N8g4Ikw5uZiJY4,Daughtry,No Surprise,0.142,0.779,Q2_Angry,"I've practiced this for hours, gon' 'round and 'round
And now I think that I've got it all down
And as I say it louder, I love how it sounds
'Cause I'm not taking the easy way out
Not wrappin' this in ribbons
Shouldn't have to give a reason why

It's no surprise I won't be here tomorrow
I can't believe that I stayed 'til today
Yeah, you and I will be a tough act to follow
But I know in time, we'll find this was no surprise

It came out like a river, once I let it out
When I thought that I wouldn't know how
Held onto it forever, just pushing it down
It felt so good to let go of it now
Not wrapping this in ribbons
Shouldn't have to give a reason why

It's no surprise I won't be here tomorrow
I can't believe that I stayed 'til today
There's nothing here in this heart left to borrow
There's nothing here in this soul left to save
Don't be surprised when we hate this tomorrow
God knows we tried to find an easier way
Yeah, you and I will be a tough act to follow
But I know in time, we'll find this was no surprise

Our favorite place we used to go
The warm embrace that no one knows
The lovin' look that's left your eyes
That's why this comes as no, as no surprise

If I could see the future and how this plays out
I bet it's better than where we are now
But after going through this
It's easier to see the reason why

It's no surprise I won't be here tomorrow
I can't believe that I stayed 'til today
Yeah, you and I will be a tough act to follow
But I know in time, we'll find this was no surprise

The kiss goodnight, it comes with me
Both wrong and right, our memories (our memories)
The whispering before we sleep
Just one more thing that you can't keep (you can't keep)
Our favorite place we used to go
The warm embrace that no one knows
The loving look that's left your eyes
But I know in time, we'll find this was no surprise"
4QoYZYRNnU3kDHzGbmZwFP,Epica,Cry for the Moon - Live in Miskolc,0.245,0.891,Q2_Angry,"This is the pre-production for ""Cry for the Moon"", as we recorded it at my place before entering the Excess Studio to record it as a demo track
As you can hear, it contains drums (which I then played on my synthesizer), guitars and synthesizer, and this last one has a funny story to it
Since we only had two days in the studio, we wanted to use all the time we had as efficient as possible, so we came up with the idea of recording all the synthesizer tracks as MIDI tracks on my computer before entering the studio, so we would only have to transfer that to the recording computer at the studio
Okay now, here's the funny thing. Due to some exams, I wasn't able to be present during the mixing process, so when transferring these tracks to the studio recording computer, Coen and Mark, they thought it would be better if they used Mark's synthesizer for that, probably because it had more keys, but this means that all the work I had with editing, programming and finding the right sounds was just useless, because all the tracks were edited specifically to the sounds on my synthesizer and, well, not to Mark's. I do have to admit that back then, I wasn't too pleased with this, but looking back at it now, I can have a laugh out of it as well"
6yaihZ7YizWwJ61Cu6Kktl,Whales,Dead To Me - Original Mix,0.221,0.766,Q2_Angry,"It's like I woke up from a nightmare
It's like I woke up from a nightmare

It's like I woke up from a nightmare
Because I finally got away from you
And I ain't ever going back there
If it's the last thing I'll ever do

But now it's R.I.P.​
Because it's over and you're dead to me
You just a memory that I can't break
But I can't shake the ghost that you left behind here
(What?)
(What?)
R.I.P., you're dead to me

Riddle me this, when is it you decided to turn into a bitch?
We used to be lower than them, anybody that knew us would admit
Then you suddenly switched, yeah, you suddenly switched
In all of my years, I never seen someone corrupted so quick
Lately, I'm feelin' like I'm being haunted by all of these demons that I got inside of me
Deep in my arteries, don't even know the reason or pathology
Fuck it, I feel like I'm ready to blow, I'm ready to blow and call it a wrap (Call it a wrap)
You can have all my shit, if it means that I see you, I don't want it back

It's like I woke up from a nightmare
Because I finally got away from you
And I ain't ever going back there
If it's the last thing I'll ever do (Like, fuck that)

But now it's R.I.P.​
Because it's over and you're dead to me
You just a memory that I can't break
But I can't shake the ghost that you left behind here
But now it's R.I.P.​
Because it's over and you're dead to me
You just a memory that I can't break
But I can't shake the ghost that you left behind here
(What?)
(What?)
R.I.P., you're dead to me

I'm in the deep end, I think I'm sinkin'
And I've been suffocatin', strugglin' just to breathe in
I feel like I been tryna get away forever now
I'm just tryna run away and go wherever now
Uh, 'cause I don't hear you, you're in my rearview
Catch the exhaust up out my vehicle (Skrrt)
I feel like I've been waitin' for this day forever now
And that wherever you may be, I hope you're never found"
6p3bKeWV0qipS7IJiiybZP,Zeromancer,Send Me an Angel,0.238,0.67,Q2_Angry,"Do you believe in heaven above?
Do you believe in love?
Don't tell a lie, don't be false or untrue
It all comes back to you

Open fire on my burning heart
I've never been lucky in love
My defenses are down, a kiss or a frown
I can't survive on my own

If a girl walks in and carves her name in my heart
I'll turn and run away
Every day, we've all been led astray
It's hard to be lucky in love

It gets in your eyes, it's making you cry
Don't know what to do (Don't know what to do)
You're looking for love, calling heaven above

Send me an angel
Send me an angel
Right now
Right now
Send me an angel
Send me an angel
Right now
Right now

Empty dreams can only disappoint
In a room behind your smile
But don't give up, don't give up
You can be lucky in love

It gets in your eyes, it's making you cry
Don't know what to do (Don't know what to do)
You're looking for love, calling heaven above

Send me an angel
Send me an angel
Right now
Right now
Send me an angel
Send me an angel
Right now
Right now


It gets in your eyes, it's making you cry
Don't know what to do (Don't know what to do)

Send me an angel (Send me an angel)
Send me an angel (Send me an angel)
Right now
Right now
Send me an angel (Send me an angel)
Send me an angel (Send me an angel)
Right now
Right now

Send me an angel
Send me an angel
Right now
Right now"
7ox7vxy21ttBt1o7xIp1Si,Lamb of God,Ghost Walking,0.35,0.992,Q2_Angry,"One, two, three

Do you remember when word was bond?
A fleeting promise in the light of the dawn
Barren December under a falling sky
The end of days and a reason to die

Obliteration never looked so divine
Holding your breath for the moment in time

You lived through hell
Now you're trying to die
The skin is healed but you're bleeding inside
Shots fired just to numb the pain
There's no one left to save

Night blind on the shining path
Ghost walking in the aftermath
Hypnotized, 60-cycle hum
The broken cadence of a distant drum
Twenty-one to one, I'm liking the odds
A blood junkie with a lightning rod
A dirty rig and a heavenly nod
And still you wind up nowhere

Obliteration never looked so divine
Holding your breath for the moment in time

You lived through hell
Now you're trying to die
The skin is healed but you're bleeding inside
Shots fired just to numb the pain
There's no one left to save

There's no one left to save
There's no one left to save

You
You chased the dragon, but it followed you home
You
You're lost in fever dreams and broken hope
Lost


Decimation never looked so divine
Promise yourself for the very last time

You lived through hell
Now you're trying to die
The skin is healed but you're bleeding inside
Shots fired just to numb the pain
There's no one left to save

There's no one left to save
There's no one left
A fever dream
There's no one left to save
Shots forever end the pain
There's no one left to save"
7GKrSg97Ctrg5RWQHpywkw,Evil Activities,Evil Inside Me - Original Mix,0.127,0.937,Q2_Angry,"There is a monster in your chest
These guys hijacked your ship
And they sold your cryotube to this, human
And he put an alien inside of you, it's a really nasty one
And in a few hours it's gonna burst its way through your ribcage
And you're gonna die
Leave him
Fuck you, we're not leaving him here
He's got one inside him, I can smell it
Inside me?
Inside me? What's inside me?
Hey man, I don't want one of those things birthing anywhere near my ass
It's a bad risk
What's inside me?
We can't just leave him here
I thought you came here to stop them from spreading
What's inside me?
There's gotta be a process, can't you stop it?
We've got no time for that
I couldn't do it here, the lab's torn apart
What's inside me?
I could do him
Painless, back of the head
Might be the best way
What's inside me?
No, there's gotta be another way
If we freeze him...
WHAT'S IN-FUCKING-SIDE ME!?"
0zdzgfhY18Au7dD1hOrTrX,Bishop Briggs,Never Tear Us Apart,0.0753,0.6,Q2_Angry,"Don't ask me what you know is true
Don't have to tell you, oh, I love your precious heart

I was standing, you were there
Two worlds collide
And they could never, ever tear us apart

And we could live for a thousand years
But if I hurt you, I'd make wine from your tears
Oh, I told you that we could fly
'Cause we all have wings, but some of us don't know why

I was standing, you were there
Two worlds collided
And they could never, ever tear us apart, oh, oh, oh
And they could never, ever tear us apart, oh, oh, oh

I was standing, you were there
Two worlds collided
And they could never, ever tear us apart
Tear us apart, oh woah
And they could never, ever tear us apart"
1wjj7LDz8ZCU6HOldxvd6Q,Smile on the Sinner,Juggernaut,0.293,0.876,Q2_Angry,"I may be small, but my heart is strong. I am a Juggernaut
Failure has become a close friend of mine
I can't help but mess up everything
But I won't quit, I've just begun
I am a Juggernaut
'Cause I'm sick, sick of running away. Always feeling like I waste my life away
I've gotta face it. I can't just keep running. (Running away)
I'm always feeling like I can't keep hiding the truth
I'm always making the same mistakes
I've gotta face it. I can't just keep running. (Running away)
I used to hide, but somehow they'd find me
Now I fight, but fear is always holding me down
Try as I might, I fear I'll never win
But with my knuckles white, I'll never give in
I wasn't born of a coward. Pride runs in my blood
And I may get knocked down
But I'll rise like the sun
'Cause I'm sick, sick of running away. Always feeling like I waste my life away
I've gotta face it. I can't just keep running. (Running away)
I'm always feeling like I can't keep hiding the truth
I'm always making the same mistakes
I've gotta face it. I can't just keep running...
When life gets hard, I'll take a stand
And I'll take my beating like a man"
2xL6YS9TucCVbIpLXawfFC,Eve,Yamiyo,0.257,0.628,Q2_Angry,"They say consistencys the key to victory
I stay percented man these haters can't get to me
Audamer timepiece watch how the bezzle tick
I'm so hot they say I'm on the devils dick
Armed predicate in l.v shit
Malatio vegas on the lv strip
Mackbook pro with a usb mic
Record in the lear jet bathroom all night
Get money and the world is yours
I need bricks to the ceiling like boston george
I'm having dreams of floor mats made with chinchilla
And 1 mexican with an 18 wheeler

We flippin bricks everywhere we go
We gettin money in your area codes
Supply and demand rain, sleet and snow
It's all for the money for the love of the dough
Everywhere we goo
Everywhere we goo
Everywhere we goo
Everywhere we goo

Fed point system, I ain't from berlin
Word to duke, manaya and london
Sour diesel got me higher than balloon boy
44 bulldog and my new toy
Custard color coupe lookin like cheesecake
Dime bitches lookin at me like jes sakes
50 case of rose everybody drink
Shorty shoes paintin on her ass like body point
I weathered the storm I got long paper
I make it rain like a mother fucking storm chaser
Hermeez suit on, with a real mean gator
Jean sean from milan I'm a swag draper"
6kuudUd50kADw1HmSGoT6X,Bring Me The Horizon,Hospital for Souls,0.0768,0.773,Q2_Angry,"""And then I found out how hard it is to really change
Even Hell can get comfy once you've settled in
I just wanted the numb inside me to leave
No matter how fucked you get
Sorrow is there when you come back down
Funny thing is, all I ever wanted I already had
There's glimpses of heaven in every day
In the friends I have, the music I make, with the love I feel
I just had to start again""

The days are a deathwish
A witch-hunt for an exit
I am powerless
The fragile, the broken
Sit in circles and stay unspoken
We are powerless
Because we all walk alone on an empty staircase
Silent halls and nameless faces
I am powerless

Everybody wants to go to Heaven, but nobody wants to die
I can't fear death, no longer, I've died a thousand times
Why explore the universe when we don't know ourselves?
There's an emptiness inside our heads that no one dares to dwell

Throw me to the flames
Watch me burn
Set my world ablaze
Watch me burn

How are we on a scale of one to ten?
Could you tell me what you see?
Do you wanna talk about it?
How does that make you feel?
Have you ever took a blade to your wrists?
Have you been skipping meals?
We're gonna try something new today
How does that make you feel?

Hold me close, don't let go, watch me (Burn)
Hold me close, don't let go, watch me (Burn)
Hold me close, don't let go, watch me (Burn)
In this hospital for souls
Hold me close, don't let go, watch me (Burn)
Hold me close, don't let go, watch me (Burn)
Hold me close, don't let go, watch me (Burn)
In this hospital for souls
Hold me close, don't let go, watch me (Burn)
Hold me close, don't let go, watch me (Burn)
Hold me close, don't let go, watch me (Burn)
In this hospital for souls

Hold me close, don't let go, watch me burn
Hold me close, don't let go, watch me burn
Hold me close, don't let go, watch me burn
In this hospital for souls
Hold me close, don't let go, watch me burn
Hold me close, don't let go, watch me burn
Hold me close, don't let go, watch me burn
In this hospital for souls"
0M3adYbGtyRHACP86dey1H,Bring Me The Horizon,Throne,0.387,0.888,Q2_Angry,"Remember the moment you left me alone and
Broke every promise you ever made
I was an ocean, lost in the open
Nothin' could take the pain away

So you can throw me to the wolves
Tomorrow I will come back, leader of the whole pack
Beat me black and blue
Every wound will shape me, every scar will build my throne

The sticks and the stones that you used to throw have
Built me an empire, so don't even try
To cry me a river, 'cause I forgive ya
You are the reason I still fight

So you can throw me to the wolves
Tomorrow I will come back, leader of the whole pack
Beat me black and blue
Every wound will shape me, every scar will build my throne
So you can throw me to the wolves
Tomorrow I will come back, leader of the whole pack
Beat me black and blue
Every wound will shape me, every scar will build my throne

I'll leave you choking on every word you left unspoken
Rebuild all that you've broken and now you know (Know)
I'll leave you choking on every word you left unspoken
Rebuild all that you've broken and now you know

Every wound will shape me, every scar will build my throne
So you can throw me to the wolves
Tomorrow I will come back, leader of the whole pack
Beat me black and blue
Every wound will shape me, every scar will build my throne"
2bcYHFk3XWcPnDXYY3tdJX,Nadia Ali,Rapture - Avicii New Generation Mix,0.385,0.934,Q2_Angry,"Love, lo-lo-lo-lo-lo, love
Lo-lo-lo-lo-lo, love
Love, lo-lo-lo-lo-lo, love
Lo-lo-lo-lo-lo, love

The night I laid my eyes on you
Felt everything around me move
Got nervous when you looked my way
But you knew all the words to say

Then your love slowly moved right in
All this time oh my love where've you been

Mi amore don't you know
My love I want you so
Sugar, you make my soul complete
Rapture taste so sweet

Love, lo-lo-lo-lo-lo, love
Lo-lo-lo-lo-lo, love
Love, lo-lo-lo-lo-lo, love
Lo-lo-lo-lo-lo, love

I'm mesmerized in every way
You keep me in a state of daze
You're kisses make my skin feel weak
I'm always melting in your heat

Then I soar like a bird in the wind
Oh I glide as I'm flying through heaven

Mi amore don't you know
My love I want you so
Sugar, you make my soul complete
Rapture taste so sweet
Mi amore don't you know
My love I want you so
Sugar, you make my soul complete
Rapture taste so sweet

Since we connect behind closed doors
Spark this fire even more
No telling where we will be next
Surrender to your rapture arrest
Lay your head, let the slumber float
Can't resist, that's why words were wrote

Mi amore don't you know
My love I want you so
Sugar, you make my soul complete
Rapture taste so sweet
Mi amore don't you know
My love I want you so (Yeah)
Sugar, you make my soul complete
Rapture taste so sweet
Mi amore don't you know
My love I want you so
Sugar, you make my soul complete
Rapture taste so sweet
Mi amore don't you know
My love I want you so
Sugar, you make my soul complete
Rapture taste so sweet

Mi amore don't you know"
0wWuLlChcZvwtO0hgJlelc,The Gathering,Alone,0.136,0.706,Q2_Angry,"Now you see me getting better
I'm right here on this play
And I'll make it a bit heavier
By going all the way
Did you find it much easier
To stoop to where I was
With your power
And your knowledge
To leave me here

Alone, alone
I'm all alone
Alone, alone
I'm all alone

Now's the time for being humble
By holding you down on your knees
I suspect you'll stay there and crumble
Rather so then to be alone


Do you believe your heart?
Trying in all around to find
Your way back inside
I will be there
For you to care
And you will find
Peace of your mind"
5ur1ROwagj4u672Hq3QAol,Shogun,Skyfire (Mixed),0.17,0.938,Q2_Angry,"We, are one of the same
Our stories untold
Running, waiting for the skyfire to fall
Our minds, and our cries share the pain for we are nowhere at all
But seek a painting of the sun
Hold it bravely, it will soon become casimir in the dark
And then, a skyfire will fall apart"
6UIo6YbaXihIZ72MWUpcGb,Marilyn Manson,KILL4ME,0.389,0.688,Q2_Angry,"Let's grab our gold switchblade
And make us a blood pact, babe
To love and to fuck
And to only see ourselves
And remember this

Your hotel room won't be so vacant
And I can tell that you ain't faking
Because I take death threats
Like the best of them

Would you kill, kill, kill for me?
I love you enough to ask you again
Would you kill, kill, kill for me?
You won't be kissing me unless you kill for me
Kill, kill, kill for me

Bloody noses are just like roses
But what happens when we are betrayed?
Would you drag him to the shed
And unload six rounds in their fucking face?
This is our sacrifice

Your hotel-heart won't be so vacant
And I can tell that you ain't faking
Because I take death threats
Like the best of them

Would you kill, kill, kill for me?
I love you enough to ask you again
Would you kill, kill, kill for me?
You won't be kissing me unless you kill for me

Sideways for attention, longways for results
Who are you going to cross?
Sideways for attention, longways for results
Who are you going to cross?
Sideways for attention, longways for results
Who are you going to cross?

Would you kill, kill, kill for me?
I love you enough to ask you again
Would you kill, kill, kill for me?
I love you enough to ask you again
Would you kill, kill, kill for me?
You won't be kissing me unless you kill for me
Kill, kill, kill for me
Kill, kill, kill for me

Sideways for attention, longways for results
Who are you going to cross?"
3ousqyeuUtGWL20gZLrgGB,EDDIE,Night Runners,0.185,0.704,Q2_Angry,"I run away with you to see some light
When ash is dropping down, we step aside
I run away with you to see some light
When ash is dropping down, we step aside

Smoke ascending to the sky, you can't believe your senses
You think you've seen it all until you open your eyes
I never wanna be alone, this place is cursed
I want you, to never leave my side

I run away with you to see some light
When ash is dropping down, we step aside
We dream of feeling something, I want you
I know we both escape, to lose the ground

The world we used to know is burning down
We're always strong enough, to build our own
We've been running for ages to search some light
I want you
I know we both escape, to lose the ground
We've been running for ages to search some light
We can feel that we're there after running for nights
We feel so alive

I run away with you to see some light
When ash is dropping down, we step aside
I run away with you to see some light
When ash is dropping down, to build our own"
23uAr1uFchpIySa5wpdnWl,The Birthday Massacre,Open Your Heart,0.372,0.873,Q2_Angry,"I see you on the street and you walk on by
You make me wanna hang my head down and cry
If you gave me half a chance
You'd see my desire burning inside of me
But you choose to look the other way

I've had to work much harder than this
For something I want
Don't try to resist me

Open your heart to me, baby
I hold the lock and you hold the key
Open your heart to me, darling
I'll give you love if you, you turn the key

I think that you're afraid to look in my eyes
You look a little sad, boy, I wonder why
I follow you around
But you can't see
You're too wrapped up in yourself to notice
So you choose to look the other way
Well, I've got something to say

Don't try to run
I can keep up with you
Nothing can stop me from trying
You've got to...

Open your heart to me, baby
I hold the lock and you hold the key
Open your heart to me, darling
I'll give you love if you, you turn the key

Open your heart with the key
One is such a lonely number

Open your heart, I'll make you love me
It's not that hard, if you just turn the key

Don't try to run
I can keep up with you
Nothing can stop me from trying
You've got to...

Open your heart to me, baby
I hold the lock and you hold the key
Open your heart to me, darling
I'll give you love if you, you turn the key

Open your heart with the key
Open your heart, I'll make you love me
It's not that hard, if you just turn the key
Open your heart, I'll make you love me
It's not that hard, if you just turn the key
Open your heart, I'll make you love me
It's not that hard, if you just turn the key
Open your heart, I'll make you love me
It's not that hard, if you just turn the key"
0AS63m1wHv9n4VVRizK6Hc,Shawn Mendes,Mercy,0.356,0.662,Q2_Angry,"Mm-mm-mm, mm-mm, mm-mm-mm, mm, mm-mm-mm, mm, mmm
Mm-mm-mm, mm-mm, mm-mm-mm, mm, mm-mm-mm, mm, mmm

You've got a hold on me
Don't even know your power
I stand a hundred feet
But I fall when I'm around ya
Show me an open door
And you go and slam it on me
I can't take anymore
I'm saying, baby

Please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy?
Mercy on my heart
Would you please have mercy?
Mercy on my heart

I'd drive through the night
Just to be near you, baby
Heart open, testify
Tell me that I'm not crazy
I'm not asking for a lot
Just that you're honest with me
And my pride is all I got
I'm saying, baby

Please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy on me?
I'm a puppet on your strings
And even though you got good intentions
I need you to set me free
Would you please have mercy?
Mercy on my heart
Would you please have mercy?
Mercy on my heart

Consuming all the air inside my lungs
Ripping all the skin from off my bones
I'm prepared to sacrifice my life
I would gladly do it twice
Consuming all the air inside my lungs
Ripping all the skin from off my bones
I'm prepared to sacrifice my life
I would gladly do it twice

Oh, please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy on me?
I'm a puppet on your string
And even though you got good intentions
I need you to set me free

I'm begging you for mercy, mercy
I'm begging you, begging you, please, baby
I'm begging you for mercy, mercy
Ooh, I'm begging you, I'm begging you, yeah
Mm-mm-mm, mm-mm, mm-mm-mm, mm, mm-mm-mm, mm, mmm"
7kUBocchlTtTZVNplR9ZJI,Sub Zero Project,Trip To Mars (Astronauts),0.253,0.865,Q2_Angry,"Explore the galaxy
Astronauts on ecstasy

(Ecstasy)

I was born to be an astronaut
Flying high into space
I don’t have a spaceship
But we found a better way
Always on the weekends
I book my trip to Mars
United with my buddies
We ignite like shooting stars

Explore the galaxy
Astronauts on ecstasy


Houston, we have a problem
This is Houston, go ahead
We see an unidentified astronaut flying through space here
Holy shit, this guy is going way too fast

Explore the galaxy
Astronauts on ecstasy

(Ecstasy)"
